run,type,module,name,attrname,attrvalue,vectime,vecvalue
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.sensor[*].aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.fakeNode.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.sensor[*].sendInterval,0.5s,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.sensor[*].mode,"""Secure""",,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.procDelay,1ms,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.hmacWindow,1s,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.costForward_mJ,5,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.costVerify_mJ,5,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.batteryInit_mJ,5000,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.securityEnabled,true,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.checkHmac,true,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.checkFreshness,true,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.checkDuplicate,true,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.duplicateMethod,"""set""",,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.bloomBits,16384,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.bloomHashes,3,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.sbfBits,16384,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.sbfHashes,3,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.gateway.sbfDecay,0.02,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.fakeNode.enabled,false,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.fakeNode.attackMode,1,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.fakeNode.replayInterval,2.5s,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.fakeNode.validMac,true,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.fakeNode.replayId,100000,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.fakeNode.replayTsUs,500000,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.fakeNode.dupBurstLen,4,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.fakeNode.dupBurstGap,200ms,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,**.fakeNode.outOfOrderJitter,80ms,,
NoSec20_record-0-20250915-22:43:50-99388,config,,,sim-time-limit,10s,,
NoSec20_record-0-20250915-22:43:50-99388,vector,LightIoTNetwork.cloud,e2eDelay_valid,,,"0.501330393134 0.528474226361 0.671521662967 0.689938947558 0.766188559355 0.789342293516 0.806966216303 0.986042416142 1.006753152307 1.016398630803 1.034110876033 1.052540185628 1.070667583728 1.077156677609 1.15673485843 1.18527698121 1.221543862484 1.222504208423 1.234377799998 1.241891985457 1.27888791915 1.333896863507 1.335526392399 1.392063881736 1.393613079563 1.452684359159 1.484447618714 1.495065545942 1.507346242457 1.519823951483 1.529023727146 1.553301474336 1.560665940516 1.604628348909 1.66708970021 1.712001682841 1.733068171842 1.73366415936 1.744443138339 1.786520412122 1.797418551985 1.827186518186 1.837313139485 1.848461532966 1.921246514539 1.94823454239 1.948334605363 1.976042985311 1.984447909542 2.027733360347 2.062732480186 2.063564623124 2.078455517511 2.113755848887 2.17496865408 2.206170269847 2.232865764317 2.248639315483 2.256550077465 2.305563052581 2.309671367076 2.3387339073 2.359822380706 2.368105154857 2.411546297907 2.420699423156 2.434057039674 2.494012911176 2.529735580645 2.547095637768 2.548993118573 2.578944063908 2.614965498983 2.64770218071 2.670206311741 2.700158761814 2.707996425475 2.736681909789 2.769386014482 2.789118880965 2.798797014914 2.820107129938 2.868459744193 2.904358289111 2.911071215151 2.931697027828 2.973105026385 2.995691610756 3.00365096922 3.026550372643 3.030428452022 3.116468775691 3.118680288176 3.132214652444 3.136636624602 3.151087709772 3.228133538994 3.230726829613 3.268149536848 3.300841678726 3.316864791768 3.324581289059 3.365410884563 3.370614563441 3.396006678114 3.445498687145 3.454662333243 3.459498839173 3.492471817905 3.511171477916 3.56589710738 3.588331525074 3.590169713739 3.600437581563 3.618691960116 3.670484703546 3.683414379274 3.735977229127 3.74207823344 3.800605107099 3.811101604578 3.829705870571 3.903169616475 3.903926522494 3.93801134671 3.940933090983 3.952479075035 3.961927856225 3.988583751908 4.007025438267 4.072630513366 4.079626010521 4.080449769179 4.120578643842 4.127685413976 4.138524478604 4.171363704232 4.24945493592 4.255844098376 4.312680039136 4.342328193527 4.374392196327 4.420195658016 4.425370691576 4.432477081497 4.444935969007 4.453188117337 4.481035091122 4.504243285419 4.510350150382 4.543546663713 4.545844802726 4.596442220964 4.616151243285 4.627963078254 4.630647753971 4.696215741033 4.715219784505 4.739760216373 4.780599566642 4.851401120076 4.870780378812 4.938919861615 4.951984931249 4.952874769712 4.953233298659 4.962334069865 4.968989311274 5.005354288081 5.013899425323 5.051779398486 5.067074208054 5.076344262551 5.0780830184 5.100728667131 5.15031257316 5.151032629818 5.201651722007 5.280157352263 5.308036111062 5.309411473527 5.417340603097 5.431004405347 5.442360990774 5.449641488563 5.450128263467 5.456678389409 5.460495900874 5.46595944059 5.506343321874 5.564838036986 5.586001339649 5.597877242253 5.605895251943 5.610686959721 5.63444739969 5.672086443216 5.733319280576 5.76903204259 5.797685237905 5.828867940233 5.892824527923 5.915250082546 5.924427104765 5.930657486152 5.94088054481 5.950602622003 5.9694674202 6.009250166453 6.012843037838 6.043693737125 6.062608402944 6.073621003655 6.132056155848 6.152276406809 6.182009892794 6.203074662923 6.216492048185 6.254175468674 6.300116823149 6.352224701364 6.380204071499 6.439455749093 6.450756235374 6.456639034626 6.466967012687 6.473863342428 6.478587441122 6.530055136676 6.547467442555 6.553476095036 6.5565778526 6.567342870448 6.618608893641 6.651461357972 6.684653779654 6.716353769833 6.729136007303 6.743646376208 6.763942575735 6.822243493307 6.873494093375 6.946247120713 6.960715396212 6.960727996985 6.962971014902 6.977857186157 6.991169924032 7.023753148527 7.037411027168 7.039135861839 7.041316611132 7.072912962432 7.07483615391 7.16679917213 7.19902619142 7.205397689598 7.224246988306 7.23185676965 7.259424678446 7.308470828715 7.386498325992 7.43025315723 7.431897321901 7.433413083316 7.444149169394 7.461345369252 7.47608369824 7.511377447843 7.51172165016 7.526588461735 7.543943906785 7.545162383467 7.579003752186 7.624274641112 7.682498941593 7.692919060495 7.732766544703 7.744624790781 7.794569840259 7.821048173355 7.890338118771 7.920532756856 7.924415315756 7.948595782554 7.954498362681 7.975894212535 7.99947831945 8.003205731325 8.005830101017 8.030906444229 8.085671387962 8.086158763175 8.107097360818 8.132236476987 8.17888774944 8.20425365616 8.264890352869 8.265923548211 8.279888215124 8.295666094357 8.399975045678 8.403146748825 8.436770197773 8.441411656559 8.448577167185 8.47769151351 8.480847853748 8.500779458647 8.514398331426 8.538998884777 8.562612015405 8.627224988933 8.637773729116 8.644356259518 8.660476060001 8.681495582172 8.734369102398 8.737662653974 8.797382154781 8.80877169252 8.90756803637 8.94610476503 8.947684957039 8.949502782149 8.952934707259 8.954107676307 9.009157309984 9.013393558748 9.015500806388 9.035297424485 9.056815978859 9.117989426782 9.140325704124 9.145479889727 9.153733670757 9.170524272927 9.209048421726 9.261112193181 9.278727315785 9.338737828751 9.414338118676 9.429765162731 9.431685338287 9.432892279675 9.465034842445 9.47189366729 9.483766931131 9.497117409133 9.517215207055 9.521174116386 9.57086490283 9.6005260512 9.649539348577 9.674097714665 9.682720531943 9.709595028054 9.755124971595 9.780103183677 9.789648951217 9.880333883619 9.888076052698 9.899153308662 9.913939925517 9.920484690203 9.940302777779 9.958057899937 9.969494530349 9.971292982832","3.93134e-07 2.26361e-07 -3.37033e-07 -5.2442e-08 -4.40645e-07 2.93516e-07 2.16303e-07 4.16142e-07 1.52307e-07 -3.69197e-07 -1.23967e-07 1.85628e-07 -4.16272e-07 -3.22391e-07 -1.4157e-07 -1.879e-08 -1.37516e-07 2.08423e-07 -2.00002e-07 -1.4543e-08 -8.085e-08 -1.36493e-07 3.92399e-07 -1.18264e-07 7.9563e-08 3.59159e-07 -3.81286e-07 -4.54058e-07 2.42457e-07 -4.8517e-08 -2.72854e-07 4.74336e-07 -5.9484e-08 3.48909e-07 -2.9979e-07 -3.17159e-07 1.71842e-07 1.5936e-07 1.38339e-07 4.12122e-07 -4.48015e-07 -4.81814e-07 1.39485e-07 -4.67034e-07 -4.85461e-07 -4.5761e-07 -3.94637e-07 -1.4689e-08 -9.0458e-08 3.60347e-07 4.80186e-07 -3.76876e-07 -4.82489e-07 -1.51113e-07 -3.4592e-07 2.69847e-07 -2.35683e-07 3.15483e-07 7.7465e-08 5.2581e-08 3.67076e-07 -9.27e-08 3.80706e-07 1.54857e-07 2.97907e-07 4.23156e-07 3.9674e-08 -8.8824e-08 -4.19355e-07 -3.62232e-07 1.18573e-07 6.3908e-08 4.98983e-07 1.8071e-07 3.11741e-07 -2.38186e-07 4.25475e-07 -9.0211e-08 1.4482e-08 -1.19035e-07 1.4914e-08 1.29938e-07 -2.55807e-07 2.89111e-07 2.15151e-07 2.7828e-08 2.6385e-08 -3.89244e-07 -3.078e-08 3.72643e-07 4.52022e-07 -2.24309e-07 2.88176e-07 -3.47556e-07 -3.75398e-07 -2.90228e-07 -4.61006e-07 -1.70387e-07 -4.63152e-07 -3.21274e-07 -2.08232e-07 2.89059e-07 -1.15437e-07 -4.36559e-07 -3.21886e-07 -3.12855e-07 3.33243e-07 -1.60827e-07 -1.82095e-07 4.77916e-07 1.0738e-07 -4.74926e-07 -2.86261e-07 -4.18437e-07 -3.9884e-08 -2.96454e-07 3.79274e-07 2.29127e-07 2.3344e-07 1.07099e-07 -3.95422e-07 -1.29429e-07 -3.83525e-07 -4.77506e-07 3.4671e-07 9.0983e-08 7.5035e-08 -1.43775e-07 -2.48092e-07 4.38267e-07 -4.86634e-07 1.0521e-08 -2.30821e-07 -3.56158e-07 4.13976e-07 4.78604e-07 -2.95768e-07 -6.408e-08 9.8376e-08 3.9136e-08 1.93527e-07 1.96327e-07 -3.41984e-07 -3.08424e-07 8.1497e-08 -3.0993e-08 1.17337e-07 9.1122e-08 2.85419e-07 1.50382e-07 -3.36287e-07 -1.97274e-07 2.20964e-07 2.43285e-07 7.8254e-08 -2.46029e-07 -2.58967e-07 -2.15495e-07 2.16373e-07 -4.33358e-07 1.20076e-07 3.78812e-07 -1.38385e-07 -6.8751e-08 -2.30288e-07 2.98659e-07 6.9865e-08 3.11274e-07 2.88081e-07 4.25323e-07 3.98486e-07 2.08054e-07 2.62551e-07 1.84e-08 -3.32869e-07 -4.2684e-07 -3.70182e-07 -2.77993e-07 3.52263e-07 1.11062e-07 4.73527e-07 -3.96903e-07 4.05347e-07 -9.226e-09 4.88563e-07 2.63467e-07 3.89409e-07 -9.9126e-08 4.4059e-07 3.21874e-07 3.6986e-08 3.39649e-07 2.42253e-07 2.51943e-07 -4.0279e-08 3.9969e-07 4.43216e-07 2.80576e-07 4.259e-08 2.37905e-07 -5.9767e-08 -4.72077e-07 8.2546e-08 1.04765e-07 4.86152e-07 -4.5519e-07 -3.77997e-07 4.202e-07 1.66453e-07 3.7838e-08 -2.62875e-07 4.02944e-07 3.655e-09 1.55848e-07 4.06809e-07 -1.07206e-07 -3.37077e-07 4.8185e-08 4.68674e-07 -1.76851e-07 -2.98636e-07 7.1499e-08 -2.50907e-07 2.35374e-07 3.4626e-08 1.2687e-08 3.42428e-07 4.41122e-07 1.36676e-07 4.42555e-07 9.5036e-08 -1.474e-07 -1.29552e-07 -1.06359e-07 3.57972e-07 -2.20346e-07 -2.30167e-07 7.303e-09 3.76208e-07 -4.24265e-07 4.93307e-07 9.3375e-08 1.20713e-07 3.96212e-07 -3.015e-09 1.4902e-08 1.86157e-07 -7.5968e-08 1.48527e-07 2.7168e-08 -1.38161e-07 -3.88868e-07 -3.7568e-08 1.5391e-07 1.7213e-07 1.9142e-07 -3.10402e-07 -1.1694e-08 -2.3035e-07 -3.21554e-07 -1.71285e-07 3.25992e-07 1.5723e-07 3.21901e-07 8.3316e-08 1.69394e-07 3.69252e-07 -3.0176e-07 4.47843e-07 -3.4984e-07 4.61735e-07 -9.3215e-08 3.83467e-07 -2.47814e-07 -3.58888e-07 -5.8407e-08 6.0495e-08 -4.55297e-07 -2.09219e-07 -1.59741e-07 1.73355e-07 1.18771e-07 -2.43144e-07 3.15756e-07 -2.17446e-07 3.62681e-07 2.12535e-07 3.1945e-07 -2.68675e-07 1.01017e-07 4.44229e-07 3.87962e-07 -2.36825e-07 3.60818e-07 4.76987e-07 -2.5056e-07 -3.4384e-07 3.52869e-07 -4.51789e-07 2.15124e-07 9.4357e-08 4.5678e-08 -2.51175e-07 1.97773e-07 -3.43441e-07 1.67185e-07 -4.8649e-07 -1.46252e-07 4.58647e-07 3.31426e-07 -1.15223e-07 1.5405e-08 -1.1067e-08 -2.70884e-07 2.59518e-07 6.0001e-08 -4.17828e-07 1.02398e-07 -3.46026e-07 1.54781e-07 -3.0748e-07 3.637e-08 -2.3497e-07 -4.2961e-08 -2.17851e-07 -2.92741e-07 -3.23693e-07 3.09984e-07 -4.41252e-07 -1.93612e-07 4.24485e-07 -2.1141e-08 4.26782e-07 -2.95876e-07 -1.10273e-07 -3.29243e-07 2.72927e-07 4.21726e-07 1.93181e-07 3.15785e-07 -1.71249e-07 1.18676e-07 1.62731e-07 3.38287e-07 2.79675e-07 -1.57555e-07 -3.3271e-07 -6.8869e-08 4.09133e-07 2.07055e-07 1.16386e-07 -9.717e-08 5.12e-08 3.48577e-07 -2.85335e-07 -4.68057e-07 2.8054e-08 -2.8405e-08 1.83677e-07 -4.8783e-08 -1.16381e-07 5.2698e-08 3.08662e-07 -7.4483e-08 -3.09797e-07 -2.22221e-07 -1.00063e-07 -4.69651e-07 -1.7168e-08"
NoSec20_record-0-20250915-22:43:50-99388,vector,LightIoTNetwork.cloud,e2eDelay_debug,,,"0.501330393134 0.528474226361 0.671521662967 0.689938947558 0.766188559355 0.789342293516 0.806966216303 0.986042416142 1.006753152307 1.016398630803","3.93134e-07 2.26361e-07 -3.37033e-07 -5.2442e-08 -4.40645e-07 2.93516e-07 2.16303e-07 4.16142e-07 1.52307e-07 -3.69197e-07"
